id,name,game,round,boardPosition
25297,ANAGRAMMED MUSICALS,1947,0,5
25298,THEME PARK THRILLERS,1946,0,4
25299,COLLEGES AND UNIVERSITIES,1949,0,4
25300,THE PLOT THICKENS,1945,1,2
25301,FREUD,1951,0,3
25302,ARIAS,1943,1,0
25303,4.O,1949,0,5
25304,HANDEL'S MESSIAH,1948,0,4
25305,SOCIOLOGY,1944,1,0
25306,NOW APPEARING IN A BIBLICAL BOOK NEAR YOU,1952,0,3
25307,HERALDRY,1946,0,5
25308,THEY WENT TO SCHOOL BACK EAST,1945,1,3
25309,THE SHORT FORM,1950,0,5
25310,&quot;PEACE&quot; ON EARTH,1948,0,5
25311,LITERATURE,1943,1,1
25312,HISPANIC AMERICA,1949,1,0
25313,BLACK FIRSTS,1946,1,0
25314,GREEN,1951,0,4
25315,COUNTRY SINGERS,1944,1,1
25316,HE'S THE MAYOR,1947,1,0
25317,PAULA'S HOME COOKING,1952,0,4
25318,TV SHOWS BY CHARACTER,1943,1,2
25319,GLOBIN',1945,1,4
25320,DECEMBER 24,1948,1,0
25321,I'LL &quot;C&quot; TO IT,1943,1,3
25322,THE 11th CENTURY,1949,1,1
25323,U.S. GEOGRAPHY,1944,1,2
25324,WORLD GEOGRAPHY,1946,1,1
25325,EUROPEAN HISTORY,1950,1,0
25326,C'EST LA &quot;V&quot;,1945,1,5
25327,TOMATOES,1951,0,5
25328,&quot;MARI&quot; ME,1952,0,5
25329,THE KNIGHT,1943,1,4
25330,BEFORE THEY WERE ROCKS,1948,1,1
25331,DEAR JEAN LETTERS,1947,1,1
25332,OSCAR-NOMINATED SONGS,1950,1,1
25333,NOTABLE WOMEN,1944,1,3
25334,LATIN AMERICAN HISTORY,1952,1,0
25335,AMERICAN HISTORY,1951,1,0
25336,POTPOURRI,1949,1,2
25337,13-LETTER WORDS,1946,1,2
25338,REPORTER'S DICTIONARY,1947,1,2
25339,WORLD HISTORY,1948,1,2
25340,WORLD HISTORY,1944,1,4
25341,THE COMICS,1951,1,1
25342,B.C.,1943,1,5
25343,OPERA,1945,2,0
25344,THE SCIENCE OF LIQUOR,1950,1,2
25345,LERNER &amp; LOEWE,1952,1,1
25346,BUSY AS A BEAVER,1951,1,2
25347,TV ARCHIVE,1947,1,3
25348,AUTHORS' PEN NAMES,1948,1,3
25349,OPERAS BASED ON PLAYS,1946,1,3
25350,THE NEW MEXICO DESERT,1953,0,0
25351,BOOKS &amp; AUTHORS,1950,1,3
25352,POLITICIANS,1943,2,0
25353,LITERATURE,1944,1,5
25354,GET YOUR FACTS STRAIGHT,1951,1,3
25355,WOLF GANG,1952,1,2
25356,POLITICS,1949,1,3
25357,IT'S ALL YOUR FAULT,1947,1,4
25358,HARK THE ANGEL,1948,1,4
25359,U.S. HISTORY,1946,1,4
25360,SONGS,1954,0,0
25361,ALSO A FISH,1952,1,3
25362,TELLING TALES OUT OF SCHOOL,1951,1,4
25363,&quot;RED&quot; &amp; &quot;GREEN&quot;,1948,1,5
25364,PRESIDENTS,1944,2,0
25365,SAINTS,1950,1,4
25366,TAKE ME OUT TO THE BALLGAME,1954,0,1
25367,MAPPING THE TOP 40,1953,0,1
25368,BEFORE &amp; AFTER,1947,1,5
25369,POETS,1952,1,4
25370,HAROLDRY,1946,1,5
25371,WORLD GEOGRAPHY,1949,1,4
25372,RELIGION,1948,2,0
25373,JUST SAY NOVEMBER,1955,0,0
25374,BEASTLY RHYME TIME,1951,1,5
25375,BIOLOGY,1956,0,0
25376,FOOD &amp; SPORTS,1947,2,0
25377,FIRST NAMES,1953,0,2
25378,19th CENTURY AUTHORS,1946,2,0
25379,FAMOUS SHIPS,1957,0,0
25380,&quot;R&quot; WORLD,1952,1,5
25381,&quot;U&quot; KNOW IT,1950,1,5
25382,HE'S A REBEL,1954,0,2
25383,CANNES PALME D'OR WINNERS,1949,1,5
25384,TV POP QUIZ,1955,0,1
25385,O CANADA,1958,0,0
25386,I RESIGN!,1953,0,3
25387,OPENING NUMBERS OF MUSICALS,1956,0,1
25388,U.S. GEOGRAPHY,1957,0,1
25389,AMERICAN ANCESTRY,1951,2,0
25390,FAMOUS NAMES,1950,2,0
25391,NOW PLAYING AT THE OEDIPUS COMPLEX,1958,0,1
25392,FOOD &amp; DRINK,1955,0,2
25393,GREEK MYTHOLOGICAL GROUPS,1949,2,0
25394,OMAN,1954,0,3
25395,ASIAN HISTORY,1959,0,0
25396,PHRASE ORIGINS,1952,2,0
25397,TRANSPO-POURRI,1956,0,2
25398,TV ACTORS &amp; ROLES,1957,0,2
25399,STATES OF THE UNION,1960,0,0
25400,GRAMMY'S RECORD OF THE YEAR,1959,0,1
25401,EXERCISE WEAR,1953,0,4
25402,CHILDREN'S AUTHORS,1961,0,0
25403,COMPUTER ON!,1958,0,2
25404,MOUNTAINS,1962,0,0
25405,THE RANGE,1954,0,4
25406,STATES &amp; TERRITORIES OF AUSTRALIA,1955,0,3
25407,FOOD,1957,0,3
25408,BREAKFAST CEREALS,1960,0,1
25409,&quot;PLAY&quot; ALONG,1953,0,5
25410,LITERATURE A LA SEUSS,1956,0,3
25411,BANNED BOOKS,1958,0,3
25412,PEOPLE,1954,0,5
25413,DA PLANE! DA PLANE!,1959,0,2
25414,THE 1820s,1957,0,4
25415,PUBLIC DOMAIN JUKEBOX,1960,0,2
25416,AN AUGUSTA PERSONALITY,1961,0,1
25417,AIR,1955,0,4
25418,PULP NURSERY RHYME,1959,0,3
25419,ASTRONOMY,1953,1,0
25420,THE NEW TESTAMENT,1956,0,4
25421,ONE-HIT WONDERS,1962,0,1
25422,WHAT ARE YOU DOING?,1958,0,4
25423,&quot;BI&quot;WORDS,1957,0,5
25424,ENDS IN &quot;U&quot;,1955,0,5
25425,WORDS WITHIN WORDS,1956,0,5
25426,IMMIGRANTS,1954,1,0
25427,WHICH U.S. CABINET DEPARTMENT?,1960,0,3
25428,&quot;CON&quot; GAME,1959,0,4
25429,WORDS IN NOVEMBER,1958,0,5
25430,POTENT QUOTABLES,1961,0,2
25431,THE NEW YORKER,1962,0,2
25432,ACTING THE PART,1953,1,1
25433,ASTRONOMY,1955,1,0
25434,STUPID ANSWERS,1959,0,5
25435,WOMEN'S FIRSTS,1957,1,0
25436,MOVIE KISSES,1960,0,4
25437,BODIES OF WATER,1954,1,1
25438,1960s TV,1956,1,0
25439,HOW ABOUT A LITTLE ROMANCE LANGUAGE?,1960,0,5
25440,YOU PICKED A FINE TIME,1958,1,0
25441,SAINTS,1954,1,2
25442,WHERE AM I?,1959,1,0
25443,TICKER-TAPE PARADE HONOREES,1962,0,3
25444,ALPHABETICALLY LAST,1953,1,2
25445,BILL CLINTON,1957,1,1
25446,DANIEL BOONE,1956,1,1
25447,THE OLD WEST,1961,0,3
25448,BEFORE &amp; AFTER AT THE MOVIES,1955,1,1
25449,IRS STUFF,1962,0,4
25450,THE JAPANESE TEA CEREMONY,1960,1,0
25451,ODD WORDS,1954,1,3
25452,NASAL PASSAGES,1953,1,3
25453,AIRPORTS,1961,0,4
25454,POETS &amp; POETRY,1957,1,2
25455,FROM PAGE TO SCREEN,1959,1,1
25456,COMBAT!,1956,1,2
25457,2-LETTER ABBREV.,1962,0,5
25458,2,1958,1,1
25459,MYTHICAL MENAGERIE,1960,1,1
25460,I WAS HIS VEEP,1955,1,2
25461,GREEN ACRES,1956,1,3
25462,FOREIGN CURRENCY,1957,1,3
25463,GOVERNMENT &amp; POLITICS,1954,1,4
25464,LEAF ME,1958,1,2
25465,"DO, RE, ETC.",1961,0,5
25466,THE VISIGOTH HANDBOOK,1962,1,0
25467,SCIENCE FACTION,1959,1,2
25468,SAM I AM,1962,1,1
25469,THE ARTS,1953,1,4
25470,AUTHORS,1954,1,5
25471,LOOSE WHEEL,1958,1,3
25472,BRANDED,1956,1,4
25473,BIOLOGY,1957,1,4
25474,GOING HORSE,1955,1,3
25475,THE LBJ LIBRARY &amp; MUSEUM,1961,1,0
25476,WESTWARD EXPANSION OF THE U.S.,1960,1,2
25477,DOUBLE TALK,1953,1,5
25478,SCIENCE CLASS,1962,1,2
25479,KENNY,1958,1,4
25480,HARD RHYME TIME,1959,1,3
25481,RAJAS,1958,1,5
25482,ACTOR-DIRECTORS,1954,2,0
25483,THE &quot;MOD&quot; SQUAD,1956,1,5
25484,CURRENT AMERICAN BUSINESS,1953,2,0
25485,WOMEN IN HISTORY,1958,2,0
25486,HOSPITALS,1960,1,3
25487,THE CONGO RIVER,1957,1,5
25488,MAKE NO MYTHTAKE,1955,1,4
25489,AMERICAN FOOD AND DRINK,1963,0,0
25490,MOVIE FOLK,1961,1,1
25491,THE MIDDLE-AGED,1964,0,0
25492,THE OLYMPIC GAMES,1962,1,3
25493,WHAT A SCOOP!,1959,1,4
25494,SPACE EXPLORATION,1965,0,0
25495,BESTSELLERS OF THE DECADE,1960,1,4
25496,FOREIGN WORDS &amp; PHRASES,1955,1,5
25497,15th CENTURY MEN,1957,2,0
25498,MAKING A GOOD IMPRESSIONIST,1962,1,4
25499,JAMES K. POLK ME,1964,0,1
25500,COLLECTIBLES,1965,0,1
25501,YOU'RE GOING TO WIN A PULITZER!,1959,1,5
25502,RELIGION,1966,0,0
25503,U.S. CITY NICKNAMES,1965,0,2
25504,PLAYING POSSUM,1961,1,2
25505,NURSERY RHYMES,1963,0,1
25506,19th CENTURY AUTHORS,1955,2,0
25507,BEFORE &amp; AFTER,1962,1,5
25508,SPORTS LEGENDS,1964,0,2
25509,PRO SPORTS TEAM NAMES,1956,2,0
25510,SCIENCE NEWS,1967,0,0
25511,&quot;G&quot; WHIZ,1960,1,5
25512,BASEBALL'S GREATEST HITTERS,1965,0,3
25513,THE EMMYS,1966,0,1
25514,THE VIKING WORLD,1968,0,0
25515,19th CENTURY BOOKS,1959,2,0
25516,"WASHINGTON, D.C.",1962,2,0
25517,INSECTS,1963,0,2
25518,STATE SEALS,1964,0,3
25519,DANCERS' NATIVE COUNTRIES,1961,1,3
25520,COMPUTER HISTORY,1961,1,4
25521,WORD HISTORY,1960,2,0
25522,COMEDIANS,1967,0,1
25523,'70s MOVIES,1963,0,3
25524,WARREN G. HARDING,1970,0,0
25525,NICKNAMES,1968,0,1
25526,KENTUCKY,1969,0,0
25527,THIS &amp; THAT,1966,0,2
25528,TOM CRUISE FILMS,1971,0,0
25529,MILK,1965,0,4
25530,CHEESY COUNTRIES,1970,0,1
25531,NAME'S THE SAME,1969,0,1
25532,OFFICIAL STATE THINGS,1968,0,2
25533,WHAT FOODS THESE MORSELS BE,1964,0,4
25534,"EYE, EYE DOCTOR",1971,0,1
25535,&quot;MAC&quot; OR &quot;P.C.&quot;,1961,1,5
25536,COFFEE BREAK,1966,0,3
25537,RELIGION,1967,0,2
25538,&quot;EYE&quot; SEE,1965,0,5
25539,TONIGHT SHOW ANNOUNCERS,1970,0,2
25540,JEWELRY,1963,0,4
25541,AMERICAN HISTORY,1967,0,3
25542,I'M JUST WILD ABOUT HARRY,1970,0,3
25543,APPLES &amp; ORANGES,1968,0,3
25544,COLOR MY WORLD,1966,0,4
25545,ARCHAEOLOGY,1969,0,2
25546,&quot;CUS&quot; WORDS,1964,0,5
25547,LET'S DANCE,1971,0,2
25548,THE SEA,1961,2,0
25549,WHAT'S &quot;UP&quot; DOC,1963,0,5
25550,BEATLES LYRICS,1969,0,3
25551,BARRY ME,1971,0,3
25552,DALLAS,1972,0,0
25553,FAMOUS FRENCHMEN,1965,1,0
25554,COMIC GENIUSES,1968,0,4
25555,COMPOSERS,1963,1,0
25556,INTERNATIONAL MAIL,1967,0,4
25557,&quot;ICK&quot;-IPEDIA,1966,0,5
25558,THE MIDDLE AGES,1964,1,0
25559,TOOTHPASTE TALK,1969,0,4
25560,&quot;A&quot;RT,1970,0,4
25561,KNOT,1971,0,4
25562,BLOSSOM,1972,0,1
25563,&quot;TRIPLE&quot; JEOPARDY!,1968,0,5
25564,SPORTS,1963,1,1
25565,WHAT'S IN AN ARTIST'S NAME?,1966,1,0
25566,MTM,1965,1,1
25567,WOOL,1964,1,1
25568,FASHION STATEMENTS,1967,0,5
25569,THE &quot;FIRST&quot;,1969,0,5
25570,ON THE LONE PRAIRIE,1971,0,5
25571,FAMILY TIES,1972,0,2
25572,BOWLING FOR VOCABULARY,1970,0,5
25573,THE BASS-ICS,1966,1,1
25574,ANCIENT SCIENCE,1963,1,2
25575,PRESIDENTIAL BOOKS,1965,1,2
25576,REGIONAL THEATRES,1967,1,0
25577,LITERARY TRANSLATIONS,1964,1,2
25578,NATIONAL PARKS,1970,1,0
25579,CHEERS,1972,0,3
25580,HISTORICAL NOVELS,1969,1,0
25581,THE FIRST WIVES CLUB,1966,1,2
25582,INAUGURAL ADDRESSES,1971,1,0
25583,MEDICAL TERMS,1968,1,0
25584,POETRY,1963,1,3
25585,QUEEN'S BIRTHDAY HONOURS 2000,1971,1,1
25586,YOU ARE SO FOXY!,1966,1,3
25587,"INSECT, ARACHNID OR CRUSTACEAN",1965,1,3
25588,THE ROMAN EMPIRE,1967,1,1
25589,TWINS,1970,1,1
25590,GOLDEN GIRLS,1972,0,4
25591,ISN'T IT BYRONIC?,1971,1,2
25592,SWISS WATCHING,1965,1,4
25593,A.A.,1969,1,1
25594,ACCUSTOMED TO PUBLIC SPEAKING,1968,1,1
25595,BUSINESS &amp; INDUSTRY,1963,1,4
25596,MOVIE VILLAINS,1964,1,3
25597,MAMMALS,1967,1,2
25598,SCI. ABBREV.,1966,1,4
25599,A VIRGIL VIGIL,1970,1,2
25600,PHYSICS,1969,1,2
25601,THE &quot;A&quot;-TEAM,1972,0,5
25602,SINGERS' AUTOBIOGRAPHIES,1968,1,2
25603,TV STARS,1971,1,3
25604,FLORAL QUOTES,1965,1,5
25605,BRITISH TRIVIA,1963,1,5
25606,WORLD CAPITALS,1967,1,3
25607,TURKEY LEFTOVERS,1964,1,4
25608,WHO PLAYED 'EM?,1970,1,3
25609,THE SILVER SCREEN,1969,1,3
25610,&quot;B&quot;-'52s,1968,1,3
25611,POLITICAL TERMS,1967,1,4
25612,WORD ORIGINS,1965,2,0
25613,CIVIL WAR LITERATURE,1972,1,0
25614,ENERGY,1963,2,0
25615,SECOND-MOST POPULOUS CITIES,1971,1,4
25616,RETRONYMS,1966,1,5
25617,ADVERBS,1964,1,5
25618,HISTORY OF THE WORLD PART 3,1970,1,4
25619,WILD ABOUT HARRY,1967,1,5
25620,BEFORE &amp; AFTER,1971,1,5
25621,ELSEWHERE IN 1776,1973,0,0
25622,LOVE SHAQ,1968,1,4
25623,TEAM PLAYERS,1969,1,4
25624,ROAM,1968,1,5
25625,GREAT BRITS,1974,0,0
25626,THE MOVIES,1972,1,1
25627,HISTORIC BOOKS,1967,2,0
25628,ARCHITECTS,1964,2,0
25629,BOOKS OF THE BIBLE,1976,0,0
25630,AUTHORS,1966,2,0
25631,TEA TIME,1974,0,1
25632,MOTHER POLAND,1975,0,0
25633,3-NAMED CELEBRITIES,1973,0,1
25634,&quot;Z&quot; FOR YOURSELF,1970,1,5
25635,THE SECOND,1969,1,5
25636,CIVIL RIGHTS HISTORY,1971,2,0
25637,"'ALLO, GOVERNOR!",1972,1,2
25638,LITERARY CHARACTERS,1968,2,0
25639,MAGAZINES,1972,1,3
25640,&quot;A&quot; IN SCIENCE,1977,0,0
25641,TAKE A MICHIGANDER,1976,0,1
25642,POLITICIANS,1969,2,0
25643,THE SPACE RACE,1970,2,0
25644,BEVERLY HILLS 90210,1977,0,1
25645,NAME THE TV SHOW,1975,0,1
25646,U.S. HISTORY,1978,0,0
25647,ZOOLOGY,1979,0,0
25648,THE BIG APPLE,1980,0,0
25649,HEY MR. WILSON!,1972,1,4
25650,DREW BARRYMORE LOVES MUSIC,1981,0,0
25651,STATES BY COUNTIES,1973,0,2
25652,FILL IN THE SHAKESPEARE,1974,0,2
25653,NUTTY TV,1976,0,2
25654,PARKER BROTHERS &amp; SISTERS,1978,0,1
25655,SIGNS &amp; SYMBOLS,1981,0,1
25656,CORPORATE AMERICA,1976,0,3
25657,SHAKESPEAREAN BEFORE &amp; AFTER,1972,1,5
25658,BUSH'S NICKNAMES,1977,0,2
25659,COMPOSERS ON FILM,1980,0,1
25660,BEST MUSICAL ACTOR TONY WINNERS,1979,0,1
25661,AROUND THE COMMONWEALTH,1974,0,3
25662,SAINTLY WOMEN,1975,0,2
25663,HOLD IT,1973,0,3
25664,A SHAPELY CATEGORY,1980,0,2
25665,IT'S JAMAICA,1976,0,4
25666,U.S. GOVERNMENT,1979,0,2
25667,FLOWERS,1981,0,2
25668,ACCENT-A-PALOOZA,1977,0,3
25669,THE BRITISH INVASION,1974,0,4
25670,CONTEMPORARY AMERICANS,1972,2,0
25671,"TESTING, TESTING",1981,0,3
25672,"EUROPA, EUROPA",1978,0,2
25673,DEAD LANGUAGE,1973,0,4
25674,BIO-SPHERE,1979,0,3
25675,FLOWER POWER,1975,0,3
25676,HEY &quot;MON&quot;!,1976,0,5
25677,SALMON,1980,0,3
25678,THE CHERRY BOWL,1978,0,3
25679,SOUNDS FRUITY,1977,0,4
25680,GOD SAVE THE &quot;QUEEN&quot;,1974,0,5
25681,ANIMALS,1982,0,0
25682,LITERARY GEOGRAPHY,1981,0,4
25683,MEXICAN HISTORY,1976,1,0
25684,IT'S YOUR DIME,1973,0,5
25685,THE OLD TESTAMENT,1974,1,0
25686,PALINDROMIC WORDS,1977,0,5
25687,MEET THE ROBINSONS,1982,0,1
25688,THEATRE 2000,1978,0,4
25689,&quot;M&quot;MMMM,1979,0,4
25690,CHANTED,1980,0,4
25691,PRESIDENTIAL MIDDLE NAMES,1975,0,4
25692,SPORT-O-RAMA,1976,1,1
25693,ANAGRAMMED ANIMALS,1981,0,5
25694,ARISTOTLE SAYS...,1973,1,0
25695,FILMS OF THE '70s,1974,1,1
25696,CONVERT THE ROMAN NUMERALS,1982,0,2
25697,"GRUB, SHRUB OR BEELZEBUB",1978,0,5
25698,&quot;EVE&quot;NING,1980,0,5
25699,CONDUCTORS,1977,1,0
25700,HORSEY WORDS,1975,0,5
25701,EUROPEAN PHRASE BOOK,1973,1,1
25702,PLAYS &amp; PLAYWRIGHTS,1976,1,2
25703,AMERICAN ART,1978,1,0
25704,LITERARY BEFORE &amp; AFTER,1977,1,1
25705,BRIT SPEAK,1979,0,5
25706,LOGOS,1982,0,3
25707,HORNS,1976,1,3
25708,MS. PRESIDENT,1974,1,2
25709,U.S. HISTORY,1981,1,0
25710,THE MOLECULAR WORLD,1973,1,2
25711,HISTORIC NAMES,1980,1,0
25712,SHORT SCIENCE BIOS,1975,1,0
25713,FRENCH CLASS,1977,1,2
25714,TAXI!,1974,1,3
25715,THE BIBLE,1979,1,0
25716,R&B;,1978,1,1
25717,SOMETHING'S FISHY,1976,1,4
25718,MOVIE COMEDY QUOTES,1981,1,1
25719,CORPORATE HQ STATES,1975,1,1
25720,ROMAN,1977,1,3
25721,WHAT A CHARACTER!,1980,1,1
25722,THE ARTS,1974,1,4
25723,'60s FASHION,1978,1,2
25724,SCI FIDELITY,1973,1,3
25725,TWAIN TRACTS,1982,0,4
25726,GRAPHIC NOVELS ON FILM,1979,1,1
25727,&amp; MARTINS,1977,1,4
25728,CROSSWORD CLUES &quot;E&quot;,1976,1,5
25729,FRANCO-AMERICAN CITIES,1978,1,3
25730,A FEW GENTLEMEN OF VERONA,1981,1,2
25731,GEOLOGY,1980,1,2
25732,BRIGHT &quot;LIGHT&quot;S,1973,1,4
25733,CLASSIC ALBUMS,1975,1,2
25734,LAUGHIN',1977,1,5
25735,SCIENCE,1976,2,0
25736,&quot;LOVE&quot; IS THE ANSWER,1978,1,4
25737,"HOME, SWEET HOME",1980,1,3
25738,PAKISTAN &amp; DELIVER,1979,1,2
25739,RHYME TIME,1974,1,5
25740,&quot;WOO&quot; WOO!,1982,0,5
25741,NOTABLE WOMEN,1977,2,0
25742,KIDDY LIT,1975,1,3
25743,WHO STARRED IN IT?,1983,0,0
25744,WHAT'S THE QUESTION?,1978,1,5
25745,LETTER SYMBOLISM,1979,1,3
25746,BIG CITY,1973,1,5
25747,NAME THE POET,1980,1,4
25748,AFRICAN-AMERICAN AUTHORS,1974,2,0
25749,THE 15th CENTURY,1982,1,0
25750,WHAT THE HECK IS IT?,1983,0,1
25751,MUSICAL THEATRE,1973,2,0
25752,LANGUAGES,1981,1,3
25753,HURRY UP!,1975,1,4
25754,BIOGRAPHIES,1978,2,0
25755,"KANSAS CITY, KANSAS HERE WE COME",1985,0,0
25756,AUTHORS,1984,0,0
25757,PRESIDENTIAL NICKNAMES,1979,1,4
25758,CROSSWORD CLUES &quot;B&quot;,1980,1,5
25759,BRITISH POETRY,1986,0,0
25760,POP CULTURE BEFORE &amp; AFTER,1982,1,1
25761,THE 1980s,1987,0,0
25762,1987,1984,0,1
25763,SMOKIN' &quot;ACE&quot;s,1979,1,5
25764,THAT'S ENOUGH STALIN,1975,1,5
25765,WHEEL OF WOMEN,1985,0,1
25766,FOOD,1981,1,4
25767,"WHERE IS THAT, COMRADE?",1983,0,2
25768,U.S. POLITICS,1980,2,0
25769,UNAUTHORIZED BIOGRAPHIES,1987,0,1
25770,WHAT A GEM!,1982,1,2
25771,STAR TREK JARGON,1986,0,1
25772,SNACK ATTACK,1984,0,2
25773,BRITISH ENTREPRENEURS,1979,2,0
25774,AMERICAN SPORTS,1975,2,0
25775,MAMMALS,1987,0,2
25776,&quot;T&quot; TIME,1981,1,5
25777,WE HAVE THE TECHNOLOGY,1988,0,0
25778,EUROPEAN CUISINE,1982,1,3
25779,WHEN DID IT HAPPEN?,1983,0,3
25780,ROYAL FEMALE NICKNAMES,1989,0,0
25781,"THE IS YOUR LIFE, ABE LINCOLN!",1985,0,2
25782,THE SILVER STATE,1990,0,0
25783,LOU D.O.B.s,1986,0,2
25784,THE PHONE ZONE,1987,0,3
25785,TONY,1985,0,3
25786,IT'S GREEK MYTH TO ME!,1982,1,4
25787,TOP 40 HITMAKERS,1988,0,1
25788,TV ACTORS &amp; ROLES,1989,0,1
25789,HOW DO THEY WORK?,1983,0,4
25790,THE MOST POPULOUS NATION,1986,0,3
25791,HOMOPHONES,1990,0,1
25792,BIRDS,1984,0,3
25793,MOTOWN SINGERS,1981,2,0
25794,THE TIGER,1985,0,4
25795,SPECIAL &quot;K&quot;,1987,0,4
25796,IN THE MIDDLE OF THE STATE,1982,1,5
25797,TRAVEL &amp; TOURISM,1989,0,2
25798,IT HAPPENED ON CHRISTMAS DAY,1991,0,0
25799,&quot;Y&quot;?,1983,0,5
25800,SEASON'S EATINGS,1986,0,4
25801,"YO, JIMMY!",1988,0,2
25802,IT'S A SEQUEL,1990,0,2
25803,THEY'RE &quot;GR&quot;EAT!,1985,0,5
25804,ODDS &amp; ENDS,1984,0,4
25805,HOT &quot;ROD&quot;s,1986,0,5
25806,CIRCUS SCIENCE,1983,1,0
25807,&quot;I&quot; LADS,1989,0,3
25808,AFRICAN RIVERS,1982,2,0
25809,JEOPARDY! PLACE,1987,0,5
25810,&quot;DEC&quot; THE HALLS,1991,0,1
25811,MISSING LINKS,1988,0,3
25812,FIRST LADIES' RHYME TIME,1984,0,5
25813,LET'S PLAY DOCTOR,1990,0,3
25814,FOREWORDS,1989,0,4
25815,BIOLOGY,1985,1,0
25816,ISLANDS,1992,0,0
25817,THE FRENCH GOVERNMENT,1986,1,0
25818,IS THIS HEAVEN?,1988,0,4
25819,MUNICH,1984,1,0
25820,WISH YOU WERE HERE!,1990,0,4
25821,TV SHOWS BY CHARACTERS,1992,0,1
25822,POP CULTURE,1983,1,1
25823,BACKWORDS,1989,0,5
25824,GIRLY MOVIES,1986,1,1
25825,THE KNIGHTS TEMPLAR,1987,1,0
25826,"NO, IT'S IOWA",1988,0,5
25827,BETHLEHEM,1991,0,2
25828,&quot;AI&quot;,1984,1,1
25829,ART &amp; ARTISTS,1986,1,2
25830,AUTHORS' MIDDLE NAMES,1987,1,1
25831,AMERICAN SIGN LANGUAGE,1990,0,5
25832,PARTS OF SPEECH,1992,0,2
25833,FILMS OF THE '90s,1985,1,1
25834,PEOPLE IN HISTORY,1989,1,0
25835,&quot;P&quot;EOPLE,1983,1,2
25836,LATIN AMERICAN LITERATURE,1988,1,0
25837,BRANDED,1986,1,3
25838,GIFT GIVING,1991,0,3
25839,40 DEGREES NORTH LATITUDE,1987,1,2
25840,THE COLOR PURPLE,1984,1,2
25841,ATTORNEYS GENERAL,1992,0,3
25842,ACTORS &amp; THEIR ROLES,1988,1,1
25843,GLORY TO THE NEWBORN KING,1990,1,0
25844,CINEMATIC DICTIONARY,1989,1,1
25845,UNDER THE &quot;C&quot;,1986,1,4
25846,OPERA,1985,1,2
25847,U.S. POLITICS,1983,1,3
25848,&quot;LOVE&quot; SONGS,1987,1,3
25849,SOVIET BLOC HEADS,1988,1,2
25850,QUICK AS A FLASH,1990,1,1
25851,WHACK,1992,0,4
25852,JINGO ALL THE WAY,1991,0,4
25853,"WRITE ON, SOLDIER!",1983,1,4
25854,IT'S OURS!,1989,1,2
25855,DEAR JOHN,1985,1,3
25856,ARCHITECTURE,1988,1,3
25857,MINORITY REPORT,1984,1,3
25858,CAROLS,1987,1,4
25859,THE BUCKET LIST,1991,0,5
25860,5-LETTER WORDS,1986,1,5
25861,A MOLE,1992,0,5
25862,ATTORNEY AUTHORS,1990,1,2
25863,IN THE DICTIONARY,1983,1,5
25864,CLOSE ENCOUNTERS,1984,1,4
25865,BRITISH FASHION,1989,1,3
25866,DEATH SENTENCES,1988,1,4
25867,CROSSWORD CLUES &quot;F&quot;,1985,1,4
25868,CLASSICAL COMPOSERS,1991,1,0
25869,ANDY WARHOL,1989,1,4
25870,OBSOLETE DEFINITIONS,1987,1,5
25871,SPIELBERG MOVIES,1984,1,5
25872,TELEVISION,1990,1,3
25873,BIBLICAL WARRIORS,1992,1,0
25874,19th CENTURY NAMES,1986,2,0
25875,TESTING YOUR &quot;IQ&quot;,1988,1,5
25876,LANDMARKS,1983,2,0
25877,THEATRE CROSSWORD CLUES &quot;M&quot;,1989,1,5
25878,BUSINESS NEWS,1987,2,0
25879,HELPING HANDS MONKEYS,1985,1,5
25880,SPORTS SIBLING SURNAMES,1991,1,1
25881,AMERICAN EXPLORERS,1993,0,0
25882,THE 50 STATES,1994,0,0
25883,SHAKESPEAREAN TRAGEDY CHARACTERS,1984,2,0
25884,PRESIDENTIAL CREATIONS,1995,0,0
25885,BARRE TENDERS,1990,1,4
25886,AWARDS &amp; HONORS,1992,1,1
25887,&quot;CHAT&quot; ROOM,1990,1,5
25888,&quot;B&quot; IS FOR BARD,1991,1,2
25889,THE FEMININE MISTAKE,1996,0,0
25890,CLASSIC TV TOONS,1995,0,1
25891,THE 1970s,1988,2,0
25892,20th CENTURY PERSONALITIES,1985,2,0
25893,"CROSBY, STILLS, NASH &amp; YOUNG",1994,0,1
25894,CLASSIC TV EPISODES,1993,0,1
25895,SPORTS LEGENDS,1989,2,0
25896,NEW YEAR'S DAY,1997,0,0
25897,ANIMALS,1992,1,2
25898,PLANTS &amp; FLOWERS,1990,2,0
25899,ON OUR USO TOUR,1998,0,0
25900,THEIR FIRST NO. 1 POP HIT,1996,0,1
25901,ART &amp; ARTISTS,1993,0,2
25902,OFFICIAL STATE FOODS,1992,1,3
25903,EUROPEAN PARLIAMENT MEMBERS,1995,0,2
25904,PUT SOMETHING ON,1999,0,0
25905,DESERT SURVIVAL SKILLS,1991,1,3
25906,BOOKS ABOUT PRESIDENTS,1994,0,2
25907,HERSHEY'S,1995,0,3
25908,THE AGE OF REASON,2000,0,0
25909,ROCKS &amp; MINERALS,1996,0,2
25910,GEOGRAPH&quot;IA&quot;,1997,0,1
25911,CELEBRITY ROOMMATES,1993,0,3
25912,CAPITAL CITY BIRTHPLACES,1999,0,1
